WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age calculation from,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc
RSL_665,20.366666,-87.18333299999999,"Yucatan Peninsula   
Original Sample ID: Y01-23-2(F)-30 ",Original Sample ID: Y01-23-2(F)-30 ,Mexico,0,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,vadose speleothems ,Barometric altimeter,-4.9,0.1,,,,0.0,0.0,Not reported,0.0,0.0,U-Series,Equal to,Y01-23-2(F)-30 ,MO13-009-006,Speleothem,105.8,0.8,,,105.7,0.8,,,,,0.0,5.0,"Moseley et al., 2013
 Dumitru et al., in prep",Oana_Alexandra Dumitru,2020-12-10 15:33:28,,104.5,104.9,105.3,105.7,106.10000000000001,106.5,106.9,,Recalculation/Report,,,,,,,
RSL_666,20.366666,-87.18333299999999,"Yucatan Peninsula   
Original Sample ID: Y01-23-2(F)-31 ",Original Sample ID: Y01-23-2(F)-31 ,Mexico,0,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,vadose speleothems ,Barometric altimeter,-4.9,0.1,,,,0.0,0.0,Not reported,0.0,0.0,U-Series,Equal to,Y01-23-2(F)-31 ,MO13-009-007,Speleothem,104.2,0.7,,,,,,,,,0.0,5.0,"Moseley et al., 2013
 Dumitru et al., in prep",Oana_Alexandra Dumitru,2020-12-10 15:33:28,,103.15,103.5,103.85000000000001,104.2,104.55,104.9,105.25,,Recalculation/Report,,,,,,,
RSL_667,20.366666,-87.18333299999999,"Yucatan Peninsula   
Original Sample ID: Y01-23-2(F)-42 ",Original Sample ID: Y01-23-2(F)-42 ,Mexico,0,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,vadose speleothems ,Barometric altimeter,-4.9,0.1,,,,0.0,0.0,Not reported,0.0,0.0,U-Series,Equal to,Y01-23-2(F)-42 ,MO13-009-008,Speleothem,103.1,0.7,,,102.8,0.7,,,,,0.0,5.0,"Moseley et al., 2013
 Dumitru et al., in prep",Oana_Alexandra Dumitru,2020-12-10 15:33:28,,101.75,102.1,102.45,102.8,103.14999999999999,103.5,103.85,,Recalculation/Report,,,,,,,
RSL_668,20.366666,-87.18333299999999,"Yucatan Peninsula   
Original Sample ID: Y01-23-2(F)-45 ",Original Sample ID: Y01-23-2(F)-45 ,Mexico,0,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,vadose speleothems ,Barometric altimeter,-4.9,0.1,,,,0.0,0.0,Not reported,0.0,0.0,U-Series,Equal to,Y01-23-2(F)-45 ,MO13-009-009,Speleothem,102.2,0.8,,,102.0,0.8,,,,,0.0,5.0,"Moseley et al., 2013
 Dumitru et al., in prep",Oana_Alexandra Dumitru,2020-12-10 15:33:28,,100.8,101.2,101.6,102.0,102.4,102.8,103.2,,Recalculation/Report,,,,,,,
RSL_669,20.366666,-87.18333299999999,"Yucatan Peninsula   
Original Sample ID: Y01-23-2(F)-FT ",Original Sample ID: Y01-23-2(F)-FT ,Mexico,0,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,vadose speleothems ,Barometric altimeter,-4.9,0.1,,,,0.0,0.0,Not reported,0.0,0.0,U-Series,Equal to,Y01-23-2(F)-FT ,MO13-009-010,Speleothem,98.0,0.8,,,97.6,0.9,,,,,0.0,5.0,"Moseley et al., 2013
 Dumitru et al., in prep",Oana_Alexandra Dumitru,2020-12-10 15:33:28,,96.25,96.69999999999999,97.14999999999999,97.6,98.05,98.5,98.94999999999999,,Recalculation/Report,,,,,,,
RSL_670,20.366666,-87.18333299999999,"Yucatan Peninsula   
Original Sample ID: Y01-23-2(F)-FT2 ",Original Sample ID: Y01-23-2(F)-FT2 ,Mexico,0,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,vadose speleothems ,Barometric altimeter,-4.9,0.1,,,,0.0,0.0,Not reported,0.0,0.0,U-Series,Equal to,Y01-23-2(F)-FT2 ,MO13-009-011,Speleothem,94.2,0.6,,,93.8,0.7,,,,,0.0,5.0,"Moseley et al., 2013
 Dumitru et al., in prep",Oana_Alexandra Dumitru,2020-12-10 15:33:28,,92.75,93.1,93.45,93.8,94.14999999999999,94.5,94.85,,Recalculation/Report,,,,,,,
RSL_671,20.366666,-87.18333299999999,"Yucatan Peninsula   
Original Sample ID: Y01-24-2b(F)-base ",Original Sample ID: Y01-24-2b(F)-base ,Mexico,0,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,vadose speleothems ,Barometric altimeter,-5.7,0.1,,,,0.0,0.0,Not reported,0.0,0.0,U-Series,Equal to,Y01-24-2b(F)-base ,MO13-010-001,Speleothem,97.0,0.7,,,95.8,1.2,,,,,0.0,5.0,"Moseley et al., 2013
 Dumitru et al., in prep",Oana_Alexandra Dumitru,2020-12-10 15:33:28,,94.0,94.6,95.2,95.8,96.39999999999999,97.0,97.6,,Recalculation/Report,,,,,,,
RSL_672,20.366666,-87.18333299999999,"Yucatan Peninsula   
Original Sample ID: Y01-24-2b(F)-110 ",Original Sample ID: Y01-24-2b(F)-110 ,Mexico,0,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,vadose speleothems ,Barometric altimeter,-5.7,0.1,,,,0.0,0.0,Not reported,0.0,0.0,U-Series,Equal to,Y01-24-2b(F)-110 ,MO13-010-002,Speleothem,91.0,0.6,,,90.6,0.7,,,,,0.0,5.0,"Moseley et al., 2013
 Dumitru et al., in prep",Oana_Alexandra Dumitru,2020-12-10 15:33:28,,89.55,89.89999999999999,90.25,90.6,90.94999999999999,91.3,91.64999999999999,,Recalculation/Report,,,,,,,
RSL_673,20.366666,-87.18333299999999,"Yucatan Peninsula   
Original Sample ID: Y01-24-2b(F)-top ",Original Sample ID: Y01-24-2b(F)-top ,Mexico,0,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,vadose speleothems ,Barometric altimeter,-5.7,0.1,,,,0.0,0.0,Not reported,0.0,0.0,U-Series,Equal to,Y01-24-2b(F)-top ,MO13-010-003,Speleothem,89.7,0.5,,,89.3,0.6,,,,,0.0,5.0,"Moseley et al., 2013
 Dumitru et al., in prep",Oana_Alexandra Dumitru,2020-12-10 15:33:28,,88.39999999999999,88.7,89.0,89.3,89.6,89.89999999999999,90.2,,Recalculation/Report,,,,,,,
RSL_412,-29.984440000000003,30.96545,"Durban Bluff
Reunion Rocks",Reunion Rocks,South Africa,KwaZulu-Natal,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,Elephant tusk in eroded pothole on wave-cut surface ca 6 m ASL.  Tusk must post-date formation of potholed surface,Not reported,6.0,1.0,,,,,,Mean Sea Level / General definition,,,U-Series,Older than,U415,RA93-001-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,2.0,Ramsay et al. 1993,Andrew Cooper,2020-04-08 06:17:56,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,,,,,,
RSL_421,-27.969495000000002,32.384141,"Listers Point
",,South Africa,KwaZulu-Natal,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,Corals growing on erosional terrace,Total station or Auto/hand level,4.0,0.1,,,,,,Mean Sea Level / General definition,,,U-Series,Equal to,PTA-U565,RA02-002-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,1.0,"Hobday, 1975
 Ramsay, 1994
 Ramsay and Cooper, 2002",Andrew Cooper,2020-04-08 09:38:41,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,,,,,,
RSL_422,-30.25,30.816667,"Aliwal Shoal
",,South Africa,KwaZulu-Natal,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,Aeolianite,Differential GPS,-15.0,1.0,,,,,,Mean Sea Level / General definition,,,U-Series,Equal to,GC-4,BO12-001-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,4.0,"Bosman, 2012",Andrew Cooper,2020-04-09 05:11:48,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,,,,,,
RSL_423,-30.25,30.816667,"Aliwal Shoal
",,South Africa,KwaZulu-Natal,Terrestrial Limiting,The datapoint is a marine or terrestrial limiting indicator,Aeolianite,Differential GPS,-16.0,1.0,,,,,,Mean Sea Level / General definition,,,U-Series,Equal to,GC-7,BO12-002-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,4.0,"Bosman, 2012",Andrew Cooper,2020-04-09 05:11:17,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,Beach deposit or beachrock,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6.0,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-001,mollusc shell,106.0,31.8,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,2020-04-28 03:37:47,,58.3,74.2,90.1,106.0,121.9,137.8,153.7,,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,Beach deposit or beachrock,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6.0,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-002,mollusc shell,106.0,31.8,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,2020-04-28 03:37:47,,58.3,74.2,90.1,106.0,121.9,137.8,153.7,,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,Beach deposit or beachrock,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6.0,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-003,mollusc shell,106.0,31.8,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,2020-04-28 03:37:47,,58.3,74.2,90.1,106.0,121.9,137.8,153.7,,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,Beach deposit or beachrock,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6.0,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-004,mollusc shell,106.0,31.8,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,2020-04-28 03:37:47,,58.3,74.2,90.1,106.0,121.9,137.8,153.7,,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,Beach deposit or beachrock,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6.0,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-005,mollusc shell,106.0,31.8,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,2020-04-28 03:37:47,,58.3,74.2,90.1,106.0,121.9,137.8,153.7,,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,Beach deposit or beachrock,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6.0,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-006,mollusc shell,106.0,31.8,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,2020-04-28 03:37:47,,58.3,74.2,90.1,106.0,121.9,137.8,153.7,,Recalculation/Report,,,,,,,
RSL_157,-35.06239,-57.58594,"Magdalena
Canada de Arregui",Canada de Arregui,Argentina,Buenos Aires,Marine Limiting,Beach deposit or beachrock,"Described as a thin (0.2 m) estuary deposit with mollusc shell fossils. The deposit ovelies a conglomerate, and a thin, heavily cemented calcrete with fossil molluscs, and was interpretted as being older than the overlying estuary sediments. The overlying sediments are terrestrial silts. The deposit is described as being beneath a paleo-cliff.",Not reported,6.0,1.72,,,,,,Mean Sea Level / General definition,,,AAR,Older than,ABER-1315,AG95-001-007,mollusc shell,106.0,31.8,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Weiler et al., 1988
 Aguirre and Whatley, 1995
 Aguirre et al., 1995
 Gonzalez et al 1986
 Gonzalez et al 1988b",Evan Gowan,2020-04-28 03:37:47,,58.3,74.2,90.1,106.0,121.9,137.8,153.7,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-001,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-002,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-003,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-004,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-005,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-006,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-007,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-008,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-009,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-010,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-011,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-012,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-013,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-014,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-015,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_185,-35.927,-57.72,"Puente de Pascua
",,Argentina,Buenos Aires,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Described as ""marine deposits"". Outcrop was a well cemented coquina.",Not reported,3.5,1.3,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,ABER-1293,AG95-002-016,mollusc shell,123.0,36.9,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Aguirre et al., 1995
 Aguirre and Whatley, 1995",Evan Gowan,2020-03-18 03:48:19,,67.65,86.1,104.55,123.0,141.45,159.9,178.35,,Recalculation/Report,,,,,,,
RSL_101,-42.423349,173.69866100000002,"Kaikoura Peninsula
Terrace III, Location 20","Terrace III, Location 20",New Zealand (Aotearoa),Canterbury,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"Auger penetrated 2.2 m of weathered loess, separated by palaesol. At the basal contact between loess and bedrock, rare rounded polished pebbles, interpreted as of marine origin were present. Terrace is downtilted to the northwest. Original paper includes diagram of section stratigraphy.",photogrammetric methods or aneroid altimeter,58.75,2.0,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,Kaikoura Terrace 1,OT96-001-001,venerid bivalve,110.0,20.0,,,,,104.0,94.0,Equal to,MIS 5c,2.0,2.0,"Ota et al., 1996",Deirdre Ryan,2020-05-11 15:16:42,,80.0,90.0,100.0,110.0,120.0,130.0,140.0,,Recalculation/Report,,,,,,,
RSL_102,-42.559263,173.509117,"Haumuri Bluff
Tarapuhi Terrace, Location D","Tarapuhi Terrace, Location D",New Zealand (Aotearoa),Canterbury,Marine Limiting,The datapoint is a marine or terrestrial limiting indicator,"The terrace surface is moderately dissected and gently rolling, with, in places, a steep riser along its northern margin down to a lower marine terrace. Beneath the terrace surface there are fossiliferous marine deposits (2.5 m thick) previously described by McKay (1877, 1886) and Fleming & Suggate (1964). The marine deposits are capped by ~3.5 m thick loess and rest unconformably on basement rocks. A complete fauna list is provided in Table 1 and exhibits a high diversity of microfauna (<5 mm long). The assemblage is mixed seeming to result from contributions from a variety of shallow-water environments. Surprisingly the fauna indicates a cold temperature regime and is similar to that living in shallow water at present, no farther north than Foveaux Strait. ",photogrammetric methods or aneroid altimeter,163.0,2.23,,,,,,Mean Sea Level / General definition,,,AAR,Equal to,Tarapuhi Terrace,OT96-002-001,venerid bivalve,135.0,35.0,,,,,104.0,94.0,Equal to,MIS 5c,3.0,3.0,"Ota et al., 1996
 Fleming and Suggate, 1964
 Ota et al., 1984",Deirdre Ryan,2020-05-11 15:17:25,,82.5,100.0,117.5,135.0,152.5,170.0,187.5,,Recalculation/Report,,,,,,,
