WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age calculation from,Lower RSL,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc,Upper RSL
RSL_9,36.798089000000004,2.9021169999999996,"Ain Benian
Transect AT5",Transect AT5,Algeria,Tipaza,Sea Level Indicator,Marine Terrace,Beach deposits with shells are found on the terrace surface.,Barometric altimeter,8.0,3.0,,,,0.01,2.21,Mean Sea Level / General definition,7.99,3.197033781491838,U-Series,Equal to,48,AT17-048-001,Mollusk or algae,,,,,,,130.0,115.0,Equal to,MIS 5e,2.0,1.0,"Authemayou et al., 2017
 Saoudi, 1989
 Stearns and Thurber, 1965",Alessio Rovere,2020-04-24 17:38:50,115.0,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130.0,Stratigraphic constraint,,-1.6011013444755147,1.595932437016324,4.7929662185081625,7.99,11.187033781491838,14.384067562983677,17.581101344475513,
RSL_370,-12.620277,13.243610999999998,"Benguela 
Near Site Benguela A (Walker et al. 2016)",Near Site Benguela A (Walker et al. 2016),Angola,Benguela,Sea Level Indicator,Lagoonal deposit,The dated shells are from a sandy deposit interpreted as lagoonal from the faunal content,Not reported,11.0,1.0,,,,-0.5,3.0,Mean Sea Level / General definition,11.5,1.8027756377319946,U-Series,Equal to,AN57-1,001,Mollusk or algae,,,,,,,130.0,71.0,,MIS 5,2.0,1.0,"Giresse et al., 1984",Andrew Cooper,2020-04-08 05:16:15,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,6.0916730868040165,7.89444872453601,9.697224362268006,11.5,13.302775637731994,15.10555127546399,16.908326913195985,
RSL_371,-12.620277,13.243610999999998,"Benguela
Near Site Benguela A (Walker et al. 2016)",Near Site Benguela A (Walker et al. 2016),Angola,Benguela,Sea Level Indicator,Lagoonal deposit,Shell from a lagoonal assemblage ,Not reported,11.0,1.0,,,,-0.5,3.0,Mean Sea Level / General definition,11.5,1.8027756377319946,U-Series,Equal to,AN57-2,001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,2.0,"Giresse et al., 1984",Andrew Cooper,2020-04-08 05:16:22,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,6.0916730868040165,7.89444872453601,9.697224362268006,11.5,13.302775637731994,15.10555127546399,16.908326913195985,
RSL_372,-15.133054999999999,12.154722,"Mossamedes
",,Angola,Namibe,Sea Level Indicator,Beach deposit or beachrock,Beach deposit on marine terrace,Not reported,15.0,1.0,,,,0.0,4.0,Mean Sea Level / General definition,15.0,2.23606797749979,U-Series,Equal to,AN40-2,001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,1.0,"Giresse et al., 1984",Andrew Cooper,2020-04-08 05:16:28,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,8.29179606750063,10.52786404500042,12.76393202250021,15.0,17.23606797749979,19.47213595499958,21.70820393249937,
RSL_110,-40.703,-65.0,"San Antonio Oeste
A-16 Tankstelle (gas station)",A-16 Tankstelle (gas station),Argentina,Rio Negro,Sea Level Indicator,Beach ridge,Described as beach ridges.,Not reported,10.0,2.8,,,,3.7,0.46,Mean Sea Level / General definition,6.3,2.8094305472817793,U-Series,Equal to,D-1128-b (HD 1618),RA89-004-001,Mollusk or algae,,,,,,,130.0,71.0,Older than,MIS 5,2.0,3.0,"Rutter et al., 1990
 Radtke, 1989",Evan Gowan,2020-04-28 03:26:22,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-2.1282916418453377,0.6811389054364412,3.4905694527182205,6.3,9.109430547281779,11.918861094563558,14.728291641845338,
RSL_110,-40.703,-65.0,"San Antonio Oeste
A-16 Tankstelle (gas station)",A-16 Tankstelle (gas station),Argentina,Rio Negro,Sea Level Indicator,Beach ridge,Described as beach ridges.,Not reported,10.0,2.8,,,,3.7,0.46,Mean Sea Level / General definition,6.3,2.8094305472817793,U-Series,Equal to,D-1203-a (HD 1784),RA89-005-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Rutter et al., 1990
 Radtke, 1989",Evan Gowan,2020-04-28 03:26:22,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-2.1282916418453377,0.6811389054364412,3.4905694527182205,6.3,9.109430547281779,11.918861094563558,14.728291641845338,
RSL_214,-45.137133,-66.57921400000001,"Bahia Bustamante
Pa 41",Pa 41,Argentina,Chubut,Sea Level Indicator,Beach deposit or beachrock,Shells within a 2 m thick outcrop of gravelly beach deposits. Shells were described as being articulated.,Barometric altimeter,9.0,2.2,,,,0.71,3.58,Mean Sea Level / General definition,8.29,2.836212262860451,U-Series,Equal to,D-2439,SC98-001-001,Mollusk or algae,,,,,,,57.0,29.0,Older than,MIS 3,3.0,3.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-03-18 03:48:57,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,,-0.21863678858135316,2.6175754742790973,5.453787737139548,8.29,11.12621226286045,13.962424525720902,16.79863678858135,
RSL_216,-45.112412,-66.552125,"Bahia Bustamante
Pa 98",Pa 98,Argentina,Chubut,Sea Level Indicator,Beach ridge,Described as a beach ridge. A geological description was not given.,Barometric altimeter,17.0,3.7,,,,2.76,0.54,Mean Sea Level / General definition,14.24,3.709838271407529,U-Series,Older than,D-2439,SC98-001-001,Mollusk or algae,,,,,,,57.0,29.0,Older than,MIS 3,1.0,2.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-03-18 03:50:03,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,,3.1104851857774136,6.8203234571849425,10.530161728592471,14.24,17.94983827140753,21.659676542815056,25.369514814222587,
RSL_227,-45.090195,-66.530682,"Bahia Bustamante
Pa 37, Pa 38, Pa 95, Pa 96","Pa 37, Pa 38, Pa 95, Pa 96",Argentina,Chubut,Sea Level Indicator,Beach ridge,"Two outcrops with beach ridge facies are described at this location, one outcrop is 7.8 m thick, the other is 5.5 m thick. The beach ridge facies grain supported gravel, with 10-15 degree dipping beds and normal grading.",Barometric altimeter,15.55,5.62,,,,2.75,0.52,Mean Sea Level / General definition,12.8,5.626011020252271,U-Series,Equal to,D-2432,SC98-002-001,Mollusk or algae,,,,,,,57.0,29.0,Older than,MIS 3,1.0,2.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-03-18 03:51:16,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,,-4.0780330607568125,1.5479779594954586,7.17398897974773,12.8,18.426011020252272,24.052022040504543,29.678033060756814,
RSL_227,-45.090195,-66.530682,"Bahia Bustamante
Pa 37, Pa 38, Pa 95, Pa 96","Pa 37, Pa 38, Pa 95, Pa 96",Argentina,Chubut,Sea Level Indicator,Beach ridge,"Two outcrops with beach ridge facies are described at this location, one outcrop is 7.8 m thick, the other is 5.5 m thick. The beach ridge facies grain supported gravel, with 10-15 degree dipping beds and normal grading.",Barometric altimeter,15.55,5.62,,,,2.75,0.52,Mean Sea Level / General definition,12.8,5.626011020252271,U-Series,Equal to,D-2430,SC98-003-001,Mollusk or algae,,,,,,,57.0,29.0,Older than,MIS 3,1.0,2.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-03-18 03:51:16,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,,-4.0780330607568125,1.5479779594954586,7.17398897974773,12.8,18.426011020252272,24.052022040504543,29.678033060756814,
RSL_229,-45.090195,-66.530682,"Bahia Bustamante
Pa 37, Pa 38, Pa 95, Pa 96","Pa 37, Pa 38, Pa 95, Pa 96",Argentina,Chubut,Sea Level Indicator,Beach deposit or beachrock,"Two outcrops with beach facies are described at this location, one outcrop is 3.5 m thick, the other is 4.4 m thick. The beach facies is sandy gravel, with articulated shells.",Barometric altimeter,10.25,4.58,,,,0.7,3.57,Mean Sea Level / General definition,9.55,4.915549308063139,U-Series,Equal to,D-2432,SC98-002-001,Mollusk or algae,,,,,,,57.0,29.0,Older than,MIS 3,1.0,2.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-03-18 03:51:54,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,,-5.196647924189417,-0.2810986161262772,4.634450691936862,9.55,14.465549308063139,19.38109861612628,24.29664792418942,
RSL_229,-45.090195,-66.530682,"Bahia Bustamante
Pa 37, Pa 38, Pa 95, Pa 96","Pa 37, Pa 38, Pa 95, Pa 96",Argentina,Chubut,Sea Level Indicator,Beach deposit or beachrock,"Two outcrops with beach facies are described at this location, one outcrop is 3.5 m thick, the other is 4.4 m thick. The beach facies is sandy gravel, with articulated shells.",Barometric altimeter,10.25,4.58,,,,0.7,3.57,Mean Sea Level / General definition,9.55,4.915549308063139,U-Series,Equal to,D-2430,SC98-003-001,Mollusk or algae,,,,,,,57.0,29.0,Older than,MIS 3,1.0,2.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-03-18 03:51:54,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,,-5.196647924189417,-0.2810986161262772,4.634450691936862,9.55,14.465549308063139,19.38109861612628,24.29664792418942,
RSL_232,-44.693333,-65.674458,"Camarones
PA 47",PA 47,Argentina,Chubut,Sea Level Indicator,Beach ridge,"The indicator is described as a stack of two beach ridges. Both beach ridges were dated and are consistent with an MIS 5 assignment, though ESR dates in the lower ridge are somewhat older than the ones on top. The beach ridge deposit is gravel with sloping beds.",Barometric altimeter,9.25,5.77,,,,2.72,0.65,Mean Sea Level / General definition,6.529999999999999,5.779145698111443,U-Series,Equal to,WP 64A(3),PA15-001-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Schellmann, 1998
 Pappalardo et al., 2015
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000",Evan Gowan,2020-04-28 04:22:43,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-10.80743709433433,-5.028291396222887,0.7508543018885563,6.529999999999999,12.309145698111443,18.088291396222886,23.867437094334328,
RSL_232,-44.693333,-65.674458,"Camarones
PA 47",PA 47,Argentina,Chubut,Sea Level Indicator,Beach ridge,"The indicator is described as a stack of two beach ridges. Both beach ridges were dated and are consistent with an MIS 5 assignment, though ESR dates in the lower ridge are somewhat older than the ones on top. The beach ridge deposit is gravel with sloping beds.",Barometric altimeter,9.25,5.77,,,,2.72,0.65,Mean Sea Level / General definition,6.529999999999999,5.779145698111443,U-Series,Equal to,WP 65(1),PA15-002-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Schellmann, 1998
 Pappalardo et al., 2015
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000",Evan Gowan,2020-04-28 04:22:43,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-10.80743709433433,-5.028291396222887,0.7508543018885563,6.529999999999999,12.309145698111443,18.088291396222886,23.867437094334328,
RSL_264,-47.034568,-66.67884000000001,"Mazarredo
Pa 11",Pa 11,Argentina,Santa Cruz,Sea Level Indicator,Beach ridge,Described as a beach ridge.,Barometric altimeter,15.0,3.4,,,,2.76,0.56,Mean Sea Level / General definition,12.24,3.411509929635263,U-Series,Equal to,D-2352,SC98-004-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-05-11 09:25:19,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,2.0054702110942113,5.416980140729474,8.828490070364737,12.24,15.651509929635264,19.063019859270526,22.47452978890579,
RSL_264,-47.034568,-66.67884000000001,"Mazarredo
Pa 11",Pa 11,Argentina,Santa Cruz,Sea Level Indicator,Beach ridge,Described as a beach ridge.,Barometric altimeter,15.0,3.4,,,,2.76,0.56,Mean Sea Level / General definition,12.24,3.411509929635263,U-Series,Equal to,D-2353,SC98-005-001,Mollusk or algae,,,,,,,57.0,29.0,Older than,MIS 3,1.0,3.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-05-11 09:25:19,29.0,29.028,29.644,33.452,43.0,52.548,56.355999999999995,56.86,57.0,Stratigraphic constraint,,2.0054702110942113,5.416980140729474,8.828490070364737,12.24,15.651509929635264,19.063019859270526,22.47452978890579,
RSL_264,-47.034568,-66.67884000000001,"Mazarredo
Pa 11",Pa 11,Argentina,Santa Cruz,Sea Level Indicator,Beach ridge,Described as a beach ridge.,Barometric altimeter,15.0,3.4,,,,2.76,0.56,Mean Sea Level / General definition,12.24,3.411509929635263,U-Series,Equal to,D-2356B,SC98-006-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,3.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-05-11 09:25:19,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,2.0054702110942113,5.416980140729474,8.828490070364737,12.24,15.651509929635264,19.063019859270526,22.47452978890579,
RSL_273,-42.483933,-63.611197,"Caleta Valdez
Pa 1",Pa 1,Argentina,Chubut,Sea Level Indicator,Lagoonal deposit,Described as gleyed lagoon deposits with calcareous concretions. The deposit was overlain with 1.5 m of colluvial and aeolian sediments.,Barometric altimeter,7.0,3.2,,,,-2.18,1.5,Mean Sea Level / General definition,9.18,3.2867156859089595,U-Series,Equal to,K-2317,SC98-007-001,Mollusk or algae,,,,,,,130.0,71.0,Older than,MIS 5,1.0,1.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-03-18 03:56:42,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-0.6801470577268791,2.606568628182081,5.893284314091041,9.18,12.466715685908959,15.753431371817918,19.040147057726877,
RSL_273,-42.483933,-63.611197,"Caleta Valdez
Pa 1",Pa 1,Argentina,Chubut,Sea Level Indicator,Lagoonal deposit,Described as gleyed lagoon deposits with calcareous concretions. The deposit was overlain with 1.5 m of colluvial and aeolian sediments.,Barometric altimeter,7.0,3.2,,,,-2.18,1.5,Mean Sea Level / General definition,9.18,3.2867156859089595,U-Series,Equal to,D-2339,SC98-008-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,1.0,1.0,"Schellmann, 1998
 Schellmann and Radtke, 1997
 Schellmann and Radtke, 1999
 Schellmann and Radtke, 2000
 Rostami et al., 2000",Evan Gowan,2020-03-18 03:56:42,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,-0.6801470577268791,2.606568628182081,5.893284314091041,9.18,12.466715685908959,15.753431371817918,19.040147057726877,
RSL_280,-42.334115000000004,-63.671967,"Caleta Valdes
Terrace II, 1-0/1","Terrace II, 1-0/1",Argentina,Chubut,Sea Level Indicator,Marine Terrace,The second highest of five terraces investigated by Rostami et al. Buried below the surface were shells in living position in clayey silty sand.,Barometric altimeter,16.5,3.3,,,,0.89,4.59,Mean Sea Level / General definition,15.61,4.019580201961394,U-Series,Equal to,5689,RO00-001-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-05-12 06:09:56,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.5512593941158173,7.570839596077212,11.590419798038607,15.61,19.629580201961392,23.649160403922785,27.66874060588418,
RSL_281,-42.312872999999996,-63.6943,"Caleta Valdes
Terrace I, 3-0/1","Terrace I, 3-0/1",Argentina,Chubut,Sea Level Indicator,Marine Terrace,The highest of five terraces. Buried below the surface were shells in living position in clayey silty sand.,Barometric altimeter,17.5,3.5,,,,0.89,4.59,Mean Sea Level / General definition,16.61,4.185334514707277,U-Series,Equal to,5691,RO00-002-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-04-28 04:31:28,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,4.053996455878169,8.239330970585446,12.424665485292723,16.61,20.795334514707278,24.980669029414553,29.16600354412183,
RSL_282,-44.890449,-65.670473,"Camarones
3-0",3-0,Argentina,Chubut,Sea Level Indicator,Marine Terrace,"Described as a wave cut terrace, with a well characterized paleo-sea cliff. The location is described as ""12 km south of Camarones"", so we had to guess the exact location.",Barometric altimeter,16.5,3.3,,,,0.7,4.62,Mean Sea Level / General definition,15.8,4.028163353192122,U-Series,Equal to,6589,RO00-003-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,0.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-05-11 08:04:36,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.715509940423635,7.743673293615757,11.771836646807879,15.8,19.828163353192124,23.856326706384245,27.884490059576365,
RSL_282,-44.890449,-65.670473,"Camarones
3-0",3-0,Argentina,Chubut,Sea Level Indicator,Marine Terrace,"Described as a wave cut terrace, with a well characterized paleo-sea cliff. The location is described as ""12 km south of Camarones"", so we had to guess the exact location.",Barometric altimeter,16.5,3.3,,,,0.7,4.62,Mean Sea Level / General definition,15.8,4.028163353192122,U-Series,Equal to,6590,RO00-004-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,0.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-05-11 08:04:36,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.715509940423635,7.743673293615757,11.771836646807879,15.8,19.828163353192124,23.856326706384245,27.884490059576365,
RSL_282,-44.890449,-65.670473,"Camarones
3-0",3-0,Argentina,Chubut,Sea Level Indicator,Marine Terrace,"Described as a wave cut terrace, with a well characterized paleo-sea cliff. The location is described as ""12 km south of Camarones"", so we had to guess the exact location.",Barometric altimeter,16.5,3.3,,,,0.7,4.62,Mean Sea Level / General definition,15.8,4.028163353192122,U-Series,Equal to,6625,RO00-005-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,0.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-05-11 08:04:36,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.715509940423635,7.743673293615757,11.771836646807879,15.8,19.828163353192124,23.856326706384245,27.884490059576365,
RSL_283,-46.519334,-67.460706,"Caleta Olivia
1-2",1-2,Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as a terrace. A gravel pit about 2-3 m thick revealed molluscs in living position. Location was stated to be 6 km south of Caleta Olivia, so we had to guess the exact location.",Barometric altimeter,16.5,3.3,,,,1.02,4.37,Mean Sea Level / General definition,15.48,3.9578055788530087,U-Series,Equal to,6117,RO00-006-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-04-28 04:33:18,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.6065832634409745,7.564388842293983,11.522194421146992,15.48,19.43780557885301,23.395611157706018,27.353416736559026,
RSL_283,-46.519334,-67.460706,"Caleta Olivia
1-2",1-2,Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as a terrace. A gravel pit about 2-3 m thick revealed molluscs in living position. Location was stated to be 6 km south of Caleta Olivia, so we had to guess the exact location.",Barometric altimeter,16.5,3.3,,,,1.02,4.37,Mean Sea Level / General definition,15.48,3.9578055788530087,U-Series,Equal to,6265,RO00-007-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-04-28 04:33:18,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.6065832634409745,7.564388842293983,11.522194421146992,15.48,19.43780557885301,23.395611157706018,27.353416736559026,
RSL_284,-46.33983,-67.460706,"Caleta Olivia
1-3",1-3,Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as a terrace. A road cut revealed molluscs in living position. Location was stated to be about 11 km north of Caleta Olivia, so we had to guess the exact location.",Barometric altimeter,16.5,3.3,,,,1.03,4.39,Mean Sea Level / General definition,15.47,3.96333508550564,U-Series,Equal to,5535,RO00-008-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-04-28 04:34:00,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.5799947434830806,7.54332982898872,11.50666491449436,15.47,19.43333508550564,23.39667017101128,27.36000525651692,
RSL_284,-46.33983,-67.460706,"Caleta Olivia
1-3",1-3,Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as a terrace. A road cut revealed molluscs in living position. Location was stated to be about 11 km north of Caleta Olivia, so we had to guess the exact location.",Barometric altimeter,16.5,3.3,,,,1.03,4.39,Mean Sea Level / General definition,15.47,3.96333508550564,U-Series,Equal to,6082,RO00-009-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-04-28 04:34:00,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.5799947434830806,7.54332982898872,11.50666491449436,15.47,19.43333508550564,23.39667017101128,27.36000525651692,
RSL_285,-47.080481,-65.947399,"Mazarredo
5-1, 5-2","5-1, 5-2",Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as a wave cut platform. Two samples of shells were taken from it, at 16-17 m. The shells were in stratified silty sand. Exact location is unknown.",Barometric altimeter,16.5,3.3,,,,0.57,4.62,Mean Sea Level / General definition,15.93,4.028163353192122,U-Series,Equal to,6627,RO00-010-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,0.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-04-28 04:34:51,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.845509940423634,7.873673293615756,11.901836646807878,15.93,19.95816335319212,23.986326706384244,28.014490059576367,
RSL_285,-47.080481,-65.947399,"Mazarredo
5-1, 5-2","5-1, 5-2",Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as a wave cut platform. Two samples of shells were taken from it, at 16-17 m. The shells were in stratified silty sand. Exact location is unknown.",Barometric altimeter,16.5,3.3,,,,0.57,4.62,Mean Sea Level / General definition,15.93,4.028163353192122,U-Series,Equal to,6641,RO00-011-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,0.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-04-28 04:34:51,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.845509940423634,7.873673293615756,11.901836646807878,15.93,19.95816335319212,23.986326706384244,28.014490059576367,
RSL_285,-47.080481,-65.947399,"Mazarredo
5-1, 5-2","5-1, 5-2",Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as a wave cut platform. Two samples of shells were taken from it, at 16-17 m. The shells were in stratified silty sand. Exact location is unknown.",Barometric altimeter,16.5,3.3,,,,0.57,4.62,Mean Sea Level / General definition,15.93,4.028163353192122,U-Series,Equal to,6642,RO00-012-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,0.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-04-28 04:34:51,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,3.845509940423634,7.873673293615756,11.901836646807878,15.93,19.95816335319212,23.986326706384244,28.014490059576367,
RSL_286,-49.315728,-67.776302,"San Julian
1-0",1-0,Argentina,Santa Cruz,Sea Level Indicator,Marine Terrace,"Described as a wave cut platform. A 2 m deep pit was dug into the platform, and the deposit was described as being grey silty sand, which contained shells. A thin (< 0.2 m) layer of aeolian sand capped the deposit.  Shell samples for U/Th dating were taken from about 1.2 m below the surface.",Barometric altimeter,16.5,3.3,,,,1.44,5.3,Mean Sea Level / General definition,15.06,4.232316150761896,U-Series,Equal to,6140,RO00-014-001,Mollusk or algae,,,,,,,130.0,71.0,Equal to,MIS 5,2.0,3.0,"Rostami et al., 2000",Evan Gowan,2020-05-12 06:20:24,71.0,71.059,72.357,80.381,100.5,120.619,128.643,129.70499999999998,130.0,Stratigraphic constraint,,2.3630515477143117,6.595367698476208,10.827683849238104,15.06,19.2923161507619,23.524632301523795,27.75694845228569,
