WALIS_ID,Latitude,Longitude,Site,Subsite,Nation,Region,Type of datapoint,RSL Indicator,RSL indicator description,Elevation measurement technique,Elevation (m),Elevation error (m),Paleo water depth estimate (m),Upper limit of living range (m),Lower limit of living range (m),RWL,IR,Vertical datum,Paleo RSL (m),Paleo RSL uncertainty (m),Dating technique,Timing constraint,Originally reported ID,Analysis ID,Material_type,Reported age (ka),Reported age uncertainty (ka),U-Series recalculated age (ka),U-Series recalculate age uncertainty (ka),"U-Series corrected age (speleothems, ka)","U-Series corrected age uncertainty (speleothems, ka)",Stratigraphy Upper Age (ka),Stratigraphy Lower Age (ka),MIS limit,Marine Isotopic Stage,Quality of RSL information,Quality of age information,Reference(s),Record Created by,Last Update,Lower age,Age (ka) 0.1 perc,Age (ka) 2.3 perc,Age (ka) 15.9 perc,Age (ka) 50 perc,Age (ka) 84.1 perc,Age (ka) 97.7 perc,Age (ka) 99.5 perc,Upper age,Age_mu,Age_2s,Age calculation from,RSL (m) 0.1 perc,RSL (m) 2.3 perc,RSL (m) 15.9 perc,RSL (m) 50 perc,RSL (m) 84.1 perc,RSL (m) 97.7 perc,RSL (m) 99.5 perc 
RSL_2505,-22.97486,-70.321131,"Ch2
49_1",49_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,46.47,1.77,,,,0.26,4.75,EGM 2008,46.21,2.962013673,AAR,Equal to,C94-108,OR96-002-001,marine mollusk shell,,,,,,,130,115,Equal to,MIS 5e,5,5,"Ortlieb et al., 1996",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,37.32395898,40.28597265,43.24798633,46.21,49.17201367,52.13402735,55.09604102
RSL_2506,-22.961033,-70.300792,"Ch2
50_1",50_1,Chile,Antofagasta,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,49.29,1.17,,,,0.26,4.75,EGM 2008,49.03,2.647550755,AAR,Equal to,C94-108,OR96-002-001,marine mollusk shell,,,,,,,130,115,Equal to,MIS 5e,5,5,"Ortlieb et al., 1996",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,41.08734774,43.73489849,46.38244925,49.03,51.67755075,54.32510151,56.97265226
RSL_2507,-36.574109,-72.991477,"Ch65
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,41.07,1.13,,,,0.2,5.65,EGM 2008,40.87,3.042618116,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,31.74214565,34.78476377,37.82738188,40.87,43.91261812,46.95523623,49.99785435
RSL_2508,-36.571687,-72.988582,"Ch65
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,46.43,1.59,,,,0.2,5.65,EGM 2008,46.23,3.241716366,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,36.5048509,39.74656727,42.98828363,46.23,49.47171637,52.71343273,55.9551491
RSL_2509,-36.5699,-72.987441,"Ch65
3_1",3_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,43.79,6.01,,,,0.19,5.7,EGM 2008,43.6,6.651511107,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,3,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,23.64546668,30.29697779,36.94848889,43.6,50.25151111,56.90302221,63.55453332
RSL_2510,-36.578735,-73.00084,"Ch65
4_1",4_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,48.6,3.9,,,,0.2,5.65,EGM 2008,48.4,4.815664544,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,33.95300637,38.76867091,43.58433546,48.4,53.21566454,58.03132909,62.84699363
RSL_2511,-36.443649,-72.889505,"Ch58
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,16.92,1.32,,,,0.15,5.95,EGM 2008,16.77,3.254692766,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,7.005921702,10.26061447,13.51530723,16.77,20.02469277,23.27938553,26.5340783
RSL_2512,-36.446081,-72.896272,"Ch58
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,17.06,0.95,,,,0.15,5.91,EGM 2008,16.91,3.103953125,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,7.598140626,10.70209375,13.80604688,16.91,20.01395312,23.11790625,26.22185937
RSL_2513,-36.452337,-72.901222,"Ch58
3_1",3_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,17.19,3.55,,,,0.15,5.91,EGM 2008,17.04,4.618931153,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,3.18320654,7.802137693,12.42106885,17.04,21.65893115,26.27786231,30.89679346
RSL_2514,-36.463518,-72.905234,"Ch58
5_1",5_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,15.61,1.09,,,,0.15,5.91,EGM 2008,15.46,3.149622993,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,6.01113102,9.160754013,12.31037701,15.46,18.60962299,21.75924599,24.90886898
RSL_2515,-36.479563,-72.916699,"Ch58
6_1",6_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,13.82,1.36,,,,0.16,5.86,EGM 2008,13.66,3.230247669,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,3.969256994,7.199504663,10.42975233,13.66,16.89024767,20.12049534,23.35074301
RSL_2516,-36.478866,-72.91367,"Ch58
7_1",7_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,13.64,1.4,,,,0.16,5.86,EGM 2008,13.48,3.247291179,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,3.738126464,6.985417642,10.23270882,13.48,16.72729118,19.97458236,23.22187354
RSL_2517,-36.470801,-72.907869,"Ch58
8_1",8_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,14.54,2.25,,,,0.16,5.86,EGM 2008,14.38,3.694238758,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,3.297283726,6.991522484,10.68576124,14.38,18.07423876,21.76847752,25.46271627
RSL_2518,-36.080372,-72.80847,"Ch49
1_1",1_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,21.62,0.5,,,,0.2,5.69,EGM 2008,21.42,2.888602603,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,12.75419219,15.64279479,18.5313974,21.42,24.3086026,27.19720521,30.08580781
RSL_2519,-36.077647,-72.802166,"Ch49
3_1",3_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,23.2,1.75,,,,0.22,5.55,EGM 2008,22.98,3.280720195,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,13.13783941,16.41855961,19.6992798,22.98,26.2607202,29.54144039,32.82216059
RSL_2520,-36.527832,-72.976183,"Ch62
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,31.16,0.9,,,,0.18,5.77,EGM 2008,30.98,3.022122598,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,21.9136322,24.9357548,27.9578774,30.98,34.0021226,37.0242452,40.0463678
RSL_2521,-36.526447,-72.975137,"Ch62
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,23.73,0.78,,,,0.18,5.77,EGM 2008,23.55,2.98858244,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,14.58425268,17.57283512,20.56141756,23.55,26.53858244,29.52716488,32.51574732
RSL_2522,-36.525757,-72.969956,"Ch62
3_1",3_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,27.18,0.56,,,,0.18,5.77,EGM 2008,27,2.938847563,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,18.18345731,21.12230487,24.06115244,27,29.93884756,32.87769513,35.81654269
RSL_2523,-36.52351,-72.962072,"Ch62
4_1",4_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,23.6,0.81,,,,0.18,5.76,EGM 2008,23.42,2.991738625,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,14.44478413,17.43652275,20.42826138,23.42,26.41173862,29.40347725,32.39521587
RSL_2524,-36.522722,-72.96552,"Ch62
5_1",5_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,25.49,1.28,,,,0.18,5.76,EGM 2008,25.31,3.151634497,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,15.85509651,19.00673101,22.1583655,25.31,28.4616345,31.61326899,34.76490349
RSL_2525,-36.085748,-72.810877,"Ch50
1_1",1_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,22.72,1.12,,,,0.2,5.69,EGM 2008,22.52,3.057519419,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,13.34744174,16.40496116,19.46248058,22.52,25.57751942,28.63503884,31.69255826
RSL_2526,-36.093425,-72.81449,"Ch51
1_1",1_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,20.31,0.67,,,,0.2,5.69,EGM 2008,20.11,2.922828254,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,11.34151524,14.26434349,17.18717175,20.11,23.03282825,25.95565651,28.87848476
RSL_2527,-36.362558,-72.859335,"Ch56
1_1",1_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,16.86,0.47,,,,0.13,6.01,EGM 2008,16.73,3.04153333,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,7.605400009,10.64693334,13.68846667,16.73,19.77153333,22.81306666,25.85459999
RSL_2528,-36.360253,-72.855276,"Ch56
3_1",3_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,14.07,0.6,,,,0.14,5.98,EGM 2008,13.93,3.049606532,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,4.781180404,7.830786936,10.88039347,13.93,16.97960653,20.02921306,23.0788196
RSL_2529,-36.360184,-72.853332,"Ch56
4_1",4_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,15.85,0.81,,,,0.14,5.98,EGM 2008,15.71,3.097773394,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,6.416679818,9.514453212,12.61222661,15.71,18.80777339,21.90554679,25.00332018
RSL_2530,-36.491042,-72.908092,"Ch59
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,11.72,2.02,,,,0.16,5.86,EGM 2008,11.56,3.558834079,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,0.883497764,4.442331843,8.001165921,11.56,15.11883408,18.67766816,22.23650224
RSL_2531,-36.494663,-72.909605,"Ch59
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,11.35,0.91,,,,0.16,5.86,EGM 2008,11.19,3.068061277,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,1.985816169,5.053877446,8.121938723,11.19,14.25806128,17.32612255,20.39418383
RSL_2532,-36.340497,-72.84246,"Ch55
1_1",1_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,16.49,0.49,,,,0.14,5.98,EGM 2008,16.35,3.029884486,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,7.260346541,10.29023103,13.32011551,16.35,19.37988449,22.40976897,25.43965346
RSL_2533,-36.344252,-72.844168,"Ch55
2_1",2_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,14.87,0.46,,,,0.14,5.98,EGM 2008,14.73,3.025177681,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,5.654466958,8.679644639,11.70482232,14.73,17.75517768,20.78035536,23.80553304
RSL_2534,-36.338078,-72.841728,"Ch54
1_1",1_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,14.59,0.56,,,,0.14,5.98,EGM 2008,14.45,3.041989481,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,5.324031558,8.366021039,11.40801052,14.45,17.49198948,20.53397896,23.57596844
RSL_2535,-36.330607,-72.838251,"Ch54
2_1",2_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,14.95,1.24,,,,0.14,5.98,EGM 2008,14.81,3.236927556,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,5.099217333,8.336144889,11.57307244,14.81,18.04692756,21.28385511,24.52078267
RSL_2536,-36.43921,-72.883395,"Ch57
1_1",1_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,14.51,2.19,,,,0.15,5.95,EGM 2008,14.36,3.694147398,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,3.277557805,6.971705203,10.6658526,14.36,18.0541474,21.7482948,25.44244219
RSL_2537,-36.435632,-72.883335,"Ch57
2_1",2_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,16.36,0.43,,,,0.15,5.95,EGM 2008,16.21,3.005915002,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,7.192254994,10.19817,13.204085,16.21,19.215915,22.22183,25.22774501
RSL_2538,-36.43391,-72.881844,"Ch57
3_1",3_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,15.87,0.87,,,,0.15,5.95,EGM 2008,15.72,3.099600781,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,6.421197658,9.520798439,12.62039922,15.72,18.81960078,21.91920156,25.01880234
RSL_2539,-36.431748,-72.878069,"Ch57
4_1",4_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,15.91,1.03,,,,0.15,5.95,EGM 2008,15.76,3.148257455,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,6.315227636,9.463485091,12.61174255,15.76,18.90825745,22.05651491,25.20477236
RSL_2540,-36.521171,-72.932276,"Ch61
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,10.45,1.42,,,,0.18,5.76,EGM 2008,10.27,3.211043444,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,0.636869668,3.847913112,7.058956556,10.27,13.48104344,16.69208689,19.90313033
RSL_2541,-36.525492,-72.93379,"Ch63
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,9.61,0.54,,,,0.18,5.76,EGM 2008,9.43,2.930187707,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,0.639436878,3.569624585,6.499812293,9.43,12.36018771,15.29037541,18.22056312
RSL_2542,-36.530638,-72.937052,"Ch64
1_1",1_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,9.64,0.3,,,,0.18,5.76,EGM 2008,9.46,2.895582843,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,0.773251471,3.668834314,6.564417157,9.46,12.35558284,15.25116569,18.14674853
RSL_2543,-36.532381,-72.93738,"Ch64
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,9.01,0.13,,,,0.18,5.76,EGM 2008,8.83,2.882932535,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,0.181202396,3.06413493,5.947067465,8.83,11.71293253,14.59586507,17.4787976
RSL_2544,-36.51228,-72.923675,"Ch60
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,10.75,0.5,,,,0.18,5.8,EGM 2008,10.57,2.942787794,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,1.741636618,4.684424412,7.627212206,10.57,13.51278779,16.45557559,19.39836338
RSL_2545,-36.518445,-72.926193,"Ch60
4_1",4_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,9.13,0.7,,,,0.18,5.8,EGM 2008,8.95,2.983286778,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,4,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,0.000139666,2.983426444,5.966713222,8.95,11.93328678,14.91657356,17.89986033
RSL_2546,-36.180972,-72.819012,"Ch52
1_1",1_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,15.82,1.13,,,,0.18,5.8,EGM 2008,15.64,3.112378512,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,6.302864465,9.415242977,12.52762149,15.64,18.75237851,21.86475702,24.97713554
RSL_2547,-36.191917,-72.821969,"Ch53
1_1",1_1,Chile,Nuble,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,16.43,0.5,,,,0.18,5.8,EGM 2008,16.25,2.942787794,Luminescence,Equal to,CRNP 7,JA15-011-001,IRSL,,,,,,,130,115,Equal to,MIS 5e,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,115,115.015,115.345,117.385,122.5,127.615,129.655,129.925,130,,,Stratigraphic constraint,7.421636618,10.36442441,13.30721221,16.25,19.19278779,22.13557559,25.07836338
RSL_2548,-38.071393,-73.391289,"Ch73
2_1",2_1,Chile,Bio-Bio,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,43.1,4.3,,,,-0.03,6.9,EGM 2008,43.13,5.512939325,Other age constraint,Equal to,CRN_210,,,,,,,,,133,127,Equal to,MIS 5e,4,5,"Melnick et al., 2009
 Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,127,127.006,127.138,127.954,130,132.046,132.862,132.97,133,,,Stratigraphic constraint,26.59118203,32.10412135,37.61706068,43.13,48.64293932,54.15587865,59.66881797
RSL_2549,-35.328405,-72.418399,"Ch42
3_1",3_1,Chile,Maule,Sea Level Indicator,Marine Terrace,Inner margin extracted with TerraceM,TerraceM,45,0.38,,,,0.14,5.8,EGM 2008,44.86,2.924790591,Luminescence,Equal to,CONT 12,JA15-006-001,IRSL,104.7,7.8,,,,,104,94,Equal to,MIS 5c,5,5,"Jara-Muñoz et al., 2015",Roland Freisleben,11/23/2020 14:37,,93,96.9,100.8,104.7,108.6,112.5,116.4,,104.7,7.8,Recalculation/Report,36.08562823,39.01041882,41.93520941,44.86,47.78479059,50.70958118,53.63437177
